episode,total_reward,x,y,z
296,-114.422042253,-8.07586845393,0.000689006129645,0.0
297,-114.613947976,-7.81079979412,0.00274943239071,0.0
298,-115.293454204,-7.82155700839,3.85451462162e-05,0.0
299,-114.562472084,-7.77838659665,-0.00585748417381,0.0
300,-114.581099415,-8.38063466804,0.00501607049861,0.0
301,-114.851103869,-7.58273521983,-0.00244441049186,0.0
302,-114.562125652,-8.27445342015,0.0172599431363,0.0
303,-114.648196265,-7.86088466083,-0.00230576710053,0.0
304,-115.127106135,-7.61422384767,0.000646882075673,0.0
305,-111.807118595,-7.55709721271,0.00684338785016,0.0
306,-114.406574643,-7.7438885109,0.000913409664732,0.0
307,-114.435049874,-8.7412413419,-0.0286048830036,0.0
308,-114.484951814,-7.90325530301,0.004731364488,0.0
309,-115.201343485,-8.21748090995,0.00551205832361,0.0
310,-115.36796626,-7.82802593836,5.03084175767e-05,0.0
311,-114.500192996,-8.23080044766,0.00470557908374,0.0
312,-114.395901081,-7.73877894068,-3.23512681474e-05,0.0
313,-117.166284432,-7.48724274121,-0.0965617269244,0.0
314,-113.637933519,-7.07440319741,0.00260917382506,0.0
315,-115.217498531,-7.68821902499,-0.000930176732687,0.0
316,-117.775727418,-7.96691647249,0.000653805610588,0.0
317,-114.80357655,-7.50595262476,-0.0162258350495,0.0
318,-114.586806948,-7.54963347076,0.000487525061462,0.0
319,-114.552100767,-7.73317186862,-0.00509171499677,0.0
320,-111.596480861,-8.12110677408,0.000503036602242,0.0
321,-111.323739685,-8.02075708271,-0.000831423262865,0.0
322,-115.252539836,-8.53690760167,-0.00419793748399,0.0
323,-114.143523854,-7.73125121173,0.00121993629945,0.0
324,-111.585750531,-7.74180020927,0.00140605174343,0.0
325,-111.969392808,-7.52269808451,0.000394223695109,0.0
326,-112.07970621,-7.65833712003,-0.00155674952383,0.0
327,-115.5334221,-7.22827021947,0.00147605289801,0.0
328,-112.262458415,-7.53717962703,-0.000327689814685,0.0
329,-114.453646079,-7.91186151762,-0.00150203599309,0.0
330,-115.17442674,-7.64749793189,0.000262187866819,0.0
331,-117.275458905,-7.79243022701,-0.00445367163828,0.0
332,-111.848862414,-7.64060668689,0.00156532301777,0.0
333,-116.951229212,-8.39911225789,-0.00250386507885,0.0
334,-115.017974104,-6.79102622441,0.00425544053351,0.0
335,-115.084872778,-7.82845088412,-0.0107951179216,0.0
336,-111.745842033,-7.84871561218,0.000202824167801,0.0
337,-114.858929917,-7.74289265974,-0.00176566049469,0.0
338,-113.785935061,-7.86765840605,-0.00323400871159,0.0
339,-111.888607444,-7.7885454981,0.000277100811694,0.0
340,-114.91630155,-7.35014295848,-6.63473937825e-05,0.0
341,-114.390644366,-7.58653769328,0.000364077081015,0.0
342,-115.181165805,-7.6237306533,0.000357975788364,0.0
343,-117.953343733,-7.94688637291,-1.26300607616e-05,0.0
344,-117.446157778,-7.76931413535,-0.000372616976809,0.0
345,-114.544934272,-7.75267810128,2.63393691009e-06,0.0
346,-114.944101936,-8.29252762172,0.00956022958941,0.0
347,-117.126548409,-7.59665500511,0.000368284437795,0.0
348,-117.32613667,-7.89796307352,-0.00327472008685,0.0
349,-113.975493981,-7.8468229878,0.000379236503939,0.0
350,-115.699630877,-7.92401874047,-2.69167209016e-05,0.0
351,-114.706876788,-7.60855544924,0.000168657929398,0.0
352,-114.823964325,-7.91314590798,9.41075701895e-06,0.0
353,-114.384078768,-8.38284699419,-0.0002518074398,0.0
354,-115.229529728,-8.6495209611,0.00340833103301,0.0
355,-114.68563991,-8.48802521932,-0.0195914056051,0.0
356,-114.370377194,-7.65409288897,4.42625315735e-05,0.0
357,-114.649225475,-8.452460756,-0.0147290564823,0.0
358,-114.776558127,-7.97279872309,0.000182945858158,0.0
359,-114.866817195,-7.80251274665,1.35656286097e-05,0.0
360,-114.086687261,-8.58127490403,-0.00130778401399,0.0
361,-114.034981984,-7.86186208727,-1.58793440421e-05,0.0
362,-114.714425058,-8.12847696897,-0.000143883153923,0.0
363,-114.374713439,-8.00244487617,-7.26091842805e-05,0.0
364,-114.715618933,-7.98166032038,-5.73114926072e-06,0.0
365,-111.893668183,-8.32817829193,-0.0386938041419,0.0
366,-114.300071364,-7.8706072517,-0.0314605300704,0.0
367,-114.6647151,-7.95799729409,-0.0117263023115,0.0
368,-111.94517528,-8.03870340308,-0.153716347579,0.0
369,-114.265839386,-7.90481343809,-1.31507863263e-05,0.0
370,-114.532284371,-7.87715891983,6.90785132759e-05,0.0
371,-113.39799286,-7.96564453871,0.00661030868203,0.0
372,-114.028709993,-8.05975306527,-0.0105767539937,0.0
373,-111.972252095,-7.62921096018,-0.00273450874123,0.0
374,-111.740536917,-7.83911507331,-0.0620426414511,0.0
375,-111.960597293,-7.65126568877,0.00504138105109,0.0
376,-111.332803439,-8.39677925265,-0.0276576927706,0.0
377,-115.38381367,-7.90339777907,5.49289811231e-06,0.0
378,-114.503078466,-7.54514317399,-0.00688001173944,0.0
379,-115.215070752,-7.79517658609,-1.40056182382e-05,0.0
380,-111.479383491,-8.03793552069,-0.0171466279227,0.0
381,-114.147501555,-7.93882153438,-2.59820439155e-05,0.0
382,-112.691752567,-7.49145404188,-0.00304050951334,0.0
383,-115.061217924,-7.82263495638,0.000153897953245,0.0
384,-114.881119595,-7.69393370355,0.00186277255972,0.0
385,-112.681722179,-8.04815491175,-1.61927525473e-06,0.0
386,-114.242973697,-7.16393800153,-0.00123336535005,0.0
387,-115.475699048,-1.22107323696,-2.34411629619e-05,0.0
388,-111.751604728,-6.94747188919,0.00825189535621,0.0
389,-111.154577737,2.52897443634,0.0218359665852,0.0
390,-105.799825901,-2.75870582505,-9.10361965011e-05,0.0
391,-115.397779665,-7.0223326582,-2.63628600618e-06,0.0
392,-114.768285696,-8.74682310926,-4.40760033038e-05,0.0
393,-116.965100015,-4.65026527677,-0.00662802587601,0.0
394,-111.354999939,-6.41841328001,-2.25855192668e-05,0.0
395,-112.755951426,4.98002961725,-0.00101465724652,0.0
396,-107.684303144,-8.12971350164,0.00268711012154,0.0
397,-109.937762763,-2.43426512627,-1.46045039995e-05,0.0
398,-111.732000555,-9.3011433815,-0.000574760256521,0.0
399,-111.079438553,-2.62934123457,-0.00144512615099,0.0
400,-109.441435435,-4.6161715625,0.00385773176699,0.0
401,-96.5766545298,-10.0275283443,0.00479372238895,0.0
402,-102.90748001,0.768227796104,0.0127503441866,0.0
403,-102.886247919,-3.71674896873,0.000517806019915,0.0
404,-102.865813613,2.11273932773,-0.014319523848,0.0
405,-102.865235615,0.36552084939,-0.00866329989045,0.0
406,-102.865323733,-0.00421779186361,-0.00139153042728,0.0
407,-102.865358133,-0.0146249345954,-0.000124648526757,0.0
408,-102.865154506,-0.00593124929045,-0.00289737078659,0.0
409,-102.865391711,-0.011456928248,-0.00761494429178,0.0
410,-102.865138211,0.722937773997,0.00268182882574,0.0
411,-102.865439035,-0.00528189191188,-0.0128104919722,0.0
412,-102.865456041,0.178932560455,0.0143006776587,0.0
413,-102.867013261,-0.00955540237097,-0.0550009731894,0.0
414,-102.865087874,0.00948067410531,0.00876171555804,0.0
415,-102.864877641,-0.00215748107059,0.00206344750453,0.0
416,-102.86525775,0.01060671663,-0.00449315240268,0.0
417,-102.865983402,0.0229548777286,-0.0157692785264,0.0
418,-102.865533954,-0.00989575159935,-0.013657986046,0.0
419,-102.865330356,0.331693491533,0.00228209917359,0.0
420,-102.865120129,0.0207681009534,-0.00177375362459,0.0
421,-102.864913418,1.09904242771,-0.00175437495708,0.0
422,-102.86509076,3.23742431528,0.00113239434202,0.0
423,-102.865403224,1.89344322686,0.00444712723815,0.0
424,-99.8699364764,11.8252541595,0.013337194936,0.0
425,-102.932319187,2.55797358591,-0.00903471926885,0.0
426,-102.989033038,-3.89411660796,0.013467119373,0.0
427,-96.9895763805,-1.96526575911,0.0183659917094,0.0
428,-100.368538146,-14.9743385165,-0.0102444601069,0.0
429,-121.310474436,-23.6884944305,-0.00425654519532,0.0
430,-107.210461386,-3.33913877477,0.0550540429285,0.0
431,-115.94060133,6.72753919315,-0.283415242321,0.0
432,-111.170698274,-5.76706179843,-0.142206345286,0.0
433,-108.94029242,-5.16021340613,-0.000889506024119,0.0
434,-106.581873356,-23.4070298933,0.0128804944156,0.0
435,-126.073427848,-37.9607137604,0.000123931918714,0.0
436,-100.220841071,-13.6011810353,0.0053764951898,0.0
437,-102.897737108,-0.511753765363,0.00278994043593,0.0
438,-102.889516166,3.02237875231,-0.00813496680486,0.0
439,-102.867224956,1.83663312955,0.0051359315681,0.0
440,-102.902087963,2.36856512786,-0.000887499825701,0.0
441,-102.887014738,3.19741615427,-0.0124666529865,0.0
442,-102.872956989,0.069741871507,0.000959368906471,0.0
443,-99.878552348,6.86666739872,0.00554691859923,0.0
444,-102.898759066,2.86896995418,0.00168874085581,0.0
445,-99.9383670784,-1.00535278798,0.0790989823331,0.0
446,-102.91638946,0.779057080809,0.00174668369336,0.0
447,-102.867573892,3.71897613273,-0.000283914566469,0.0
448,-102.866114793,4.04997085728,-0.0102268643688,0.0
449,-102.869642066,4.61806884401,-0.0069075170193,0.0
450,-102.866645177,1.5829129622,0.0172605864738,0.0
451,-102.865011177,1.64349153316,0.00322619235904,0.0
452,-102.865836482,1.69662631093,0.000505452756987,0.0
453,-102.870841633,1.56598670665,0.0082932427076,0.0
454,-102.865111165,0.678609840718,-0.00213263892054,0.0
455,-102.865304109,1.07868683822,-0.00139608163636,0.0
456,-102.865844496,0.672452434013,7.09362234098e-05,0.0
457,-102.865694775,1.79892555642,0.00816025056954,0.0
458,-102.865604532,0.763850921988,-0.00762556380908,0.0
459,-102.865191405,0.411552893981,-0.0017508032518,0.0
460,-102.865197182,3.07928533069,0.00733005117101,0.0
461,-102.865439016,1.51606921722,-0.0147261497569,0.0
462,-102.865186979,2.15964929332,0.00221237729784,0.0
463,-102.865104439,1.28879742448,0.00336186620958,0.0
464,-102.864951875,3.90659985033,0.0016937637303,0.0
465,-102.865269537,4.14703081092,-0.001124039571,0.0
466,-102.864939619,1.69417924406,0.00346814350272,0.0
467,-102.865542666,0.0733268854069,-0.0142966240172,0.0
468,-102.865010803,0.201500746943,0.00393916498346,0.0
469,-102.865570184,1.10218483605,0.001047216531,0.0
470,-102.865654287,3.53212506228,-0.00975926211038,0.0
471,-102.864977728,2.57942806127,0.000725885568858,0.0
472,-102.865467107,0.936543345785,-0.0159380540862,0.0
473,-102.865379513,3.46309711442,-0.010857081914,0.0
474,-102.865879407,0.183488877677,-0.0313034310736,0.0
475,-102.86549167,1.28081820984,-0.00528876488584,0.0
476,-102.865272676,0.724963705508,0.00141373922889,0.0
477,-102.865365626,0.00770169832424,-0.0110733696318,0.0
478,-102.865060536,0.138700580755,-0.00796407826581,0.0
479,-102.864891519,0.0687902329591,-0.000166595092303,0.0
